name_cn,name_en
"诺阿卡利科技大学 (NSTU)","Noakhali Science and Technology University (NSTU)"
"十月六日大学","October 6 University"
"埃尔瓦德大学","University of El Oued"
"延杜巴大学","University of Jendouba"
"乔斯大学","University of Jos"
"斯塔福德郡大学","University of Staffordshire"
"阿菲永卡拉希萨尔健康科学大学","Afyonkarahisar Health Sciences University"
"全印医学科学院瑞诗凯诗分校","AIIMS Rishikesh"
"阿拉尼亚阿拉丁凯库巴特大学","Alanya Alaaddin Keykubat University"
"卡西姆格林大学","Al-Qasim Green University"
"阿米蒂大学 - 加尔各答分校","Amity University - Kolkata"
"格雷罗自治大学 (UAGro)","Autonomous University of Guerrero (UAGro)"
"阿塞拜疆技术大学 (AzTU)","Azerbaijan Technical University (AzTU)"
"巴勒克埃西尔大学","Balıkesir University"
"恰纳卡莱翁塞基兹马特大学","Çanakkale Onsekiz Mart University"
"华沙枢机主教斯蒂芬·维辛斯基大学","Cardinal Stefan Wyszyński University in Warsaw"
"委内瑞拉中央大学","Central University of Venezuela"
"森图里恩技术与管理大学","Centurion University of Technology and Management"
"阿布拉卡三角州立大学","Delta State University, Abraka"
"第聂伯罗理工大学","Dnipro University of Technology"
"M.G.R. 博士教育与研究学院","Dr. M.G.R. Educational and Research Institute"
"哈塔伊·穆斯塔法·凯末尔大学","Hatay Mustafa Kemal University"
"马来西亚伊斯兰科学大学（USIM）","Islamic Science University of Malaysia (USIM)"
"伊斯坦布尔奥坎大学","Istanbul Okan University"
"伊兹密尔卡蒂普·切莱比大学","İzmir Kâtip Çelebi University"
"诺伊达杰皮信息技术学院","Jaypee Institute of Information Technology, Noida"
"卡拉马诺格鲁·穆罕默德·贝伊大学","Karamanoğlu Mehmet Bey University"
"KLE高等教育与研究学院","KLE Academy of Higher Education and Research"
"基辅国立建筑大学","Kyiv National University of Construction and Architecture"
"林肯大学学院","Lincoln University College"
"利物浦霍普大学","Liverpool Hope University"
"军事科学技术学院 (MIST)","Military Institute of Science and Technology (MIST)"
"国立皮罗戈夫纪念医科大学（文尼察）","National Pirogov Memorial Medical University, Vinnytsya"
"基尔梅斯国立大学","National University of Quilmes"
"北呼罗珊医科大学","North Khorasan University of Medical Sciences"
"普罗夫迪夫派西·希伦达尔斯基大学","Paisii Hilendarski University of Plovdiv"
"帕兹马尼·彼得天主教大学","Pázmány Péter Catholic University"
"圣彼得堡国立交通大学","Petersburg State Transport University"
"彼得罗扎沃茨克国立大学","Petrozavodsk State University"
"总统大学","Presidency University"
"安第斯地区自治大学（UNIANDES）","Regional Autonomous University of the Andes (UNIANDES)"
"萨卜泽瓦尔医科大学","Sabzevar University of Medical Sciences"
"萨卡里亚应用科学大学","Sakarya University of Applied Sciences"
"什里·古鲁·戈宾德·辛格三百周年大学","Shree Guru Gobind Singh Tricentenary University"
"万隆苏南古农贾蒂国立伊斯兰大学","State Islamic University of Sunan Gunung Djati Bandung"
"基辅航空学院国立大学","State University "Kyiv Aviation Institute""
"西南巴伊亚州立大学（UESB）","State University of Southwestern Bahia (UESB)"
"哥斯达黎加理工大学","Tecnológico de Costa Rica"
"泰基尔达·纳米克·凯末尔大学","Tekirdağ Namık Kemal University"
"哈萨克斯坦国立农业研究大学","The Kazakh State Agrarian Research University"
"岘港大学","The University of Danang"
"乌汶叻差他尼大学","Ubon Ratchathani University"
"乌克兰国立科技大学","Ukrainian State University of Science and Technologies"
"乌克兰大学雅加达","Universitas Negeri Jakarta"
"达喀尔谢赫安塔迪奥普大学 (UCAD)","Université Cheikh Anta Diop de Dakar (UCAD)"
"马拉喀什卡迪伊亚德大学","University Cadi Ayyad of Marrakech"
"卡拉巴尔大学","University of Calabar"
"考卡大学","University of Cauca"
"布拉格经济大学","University of Economics in Prague"
"韦尔瓦大学","University of Huelva"
"基尔库克大学","University of Kirkuk"
"圣马丁德波雷斯大学","University of San Martín de Porres"
"伦敦艺术大学","University of the Arts London"
"杰勒法齐亚内阿舒尔大学","Ziane Achour University of Djelfa"
"塞萨利大学","University of Thessaly"
"特莱姆森大学","University of Tlemcen"
"图卢兹第一大学","University of Toulouse 1"
"图尔大学","University of Tours"
"富山大学","University of Toyama"
"山后-上杜罗省大学","University of Tras-os-Montes & Alto Douro"
"特罗姆瑟大学","University of Tromso"
"突尼斯大学马纳尔分校","University of Tunis El Manar"
"乌迪内大学","University of Udine"
"乌尔比诺大学","University of Urbino"
"瓦萨大学","University of Vaasa"
"兽医和动物科学大学，拉合尔","University of Veterinary and Animal Sciences, Lahore"
"汉诺威兽医大学，基金会","University of Veterinary Medicine Hannover, Foundation"
"维也纳兽医大学","University of Veterinary Medicine Vienna"
"维克大学-加泰罗尼亚中央大学","University of Vic – Central University of Catalonia"
"瓦米大学","University of Warmia"
"西波希米亚大学比尔森","University of West Bohemia Pilsen"
"西英格兰大学","University of West England"
"伍珀塔尔大学","University of Wuppertal"
"山梨大学","University of Yamanashi"
"雅温得第一大学","University of Yaounde I"
"赞詹大学","University of Zanjan"
"巴黎第七大学","University Paris Diderot - Paris 7"
"巴黎东克里特尔大学","University Paris Est Creteil"
"蒂米什瓦拉理工大学，UPT","University Politehnica of Timisoara, UPT"
"博特拉大学","University Putra Malaysia"
"洛维拉·依维尔基里大学","University Rovira i Virgili"
"坎帕尼亚大学路易吉万维泰利","University of Campania Luigi Vanvitelli"
"乌尔米亚医科大学","Urmia University of Medical Sciences"
"宇都宫大学","Utsunomiya University"
"顿涅茨克国立大学","Vasyl` Stus Donetsk National University"
"圣康丁昂伊夫利纳-凡尔赛大学","Versailles Saint-Quentin-en-Yvelines University (UVSQ)"
"VetAgro Sup","VetAgro Sup"
"维克多贝贝斯医药大学，蒂米什瓦拉","Victor Babes University of Medicine & Pharmacy, Timisoara"
"维拉诺瓦大学","Villanova University"
"维斯瓦·巴拉蒂大学","Visva Bharati University"
"那格浦尔维斯韦斯瓦拉亚国立技术学院","Visvesvaraya National Institute of Technology, Nagpur"
"哈尔科夫国立大学","VN Karazin Kharkiv National University"
"伏尔加格勒国立技术大学","Volgograd State Technical University"
"VSB-俄斯特拉发技术大学","VSB - Technical University of Ostrava"
"魏茨曼科学研究所","Weizmann Institute of Science"
"温州医科大学","Wenzhou Medical University"
"西肯塔基大学","Western Kentucky University"
"西华盛顿大学","Western Washington University"
"威尔弗里德·劳里尔大学","Wilfrid Laurier University"
"维滕赫德克大学","Witten Herdecke University"
"旺光大学","Wonkwang University"
"赖特州立大学","Wright State University"
"弗罗茨瓦夫医科大学","Wroclaw Medical University"
"弗罗茨瓦夫环境与生命科学大学","Wroclaw University of Environmental & Life Sciences"
"维也纳经济管理大学","WU Vienna University of Economics and Business"
"武汉工程学院","Wuhan Institute of Technology"
"武汉科技大学","Wuhan University of Science & Technology"
"西安建筑科技大学","Xi'an University of Architecture & Technology"
"西安工业大学","Xi'an University of Technology"
"湘潭大学","Xiangtan University"
"新疆大学","Xinjiang University"
"延边大学","Yanbian University"
"扬州大学","Yangzhou University"
"叶迪特佩大学","Yeditepe University"
"埃里温物理研究所","Yerevan Physics Institute"
"尤里加加林萨拉托夫国立技术大学（SSTU）","Yuri Gagarin State Technical University of Saratov (SSTU)"
"尤里·费德科维奇·切尔诺夫策国立大学","Yuriy Fedkovych Chernivtsi National University"
"赞詹医科大学","Zanjan University of Medical Sciences"
"泽维尔科技城","Zewail City of Science and Technology"
"浙江农林大学","Zhejiang A&F University"
"浙江工商大学","Zhejiang Gongshang University"
"浙江师范大学","Zhejiang Normal University"
"浙江科技大学","Zhejiang Sci-Tech University"
"浙江财经大学","Zhejiang University of Finance and Economics"
"浙江工业大学","Zhejiang University of Technology"
"Zonguldak Bülent Ecevit 大学","Zonguldak Bülent Ecevit University"
"国立第戎高等农业学院","AgroSup Dijon"
"安徽科技大学","Anhui University of Science and Technology"
"北京工商大学","Beijing Technology and Business University"
"中欧大学","Central European University"
"中南林业科技大学","Central South University of Forestry and Technology"
"长春理工大学","Changchun University of Science and Technology"
"成都工业大学","Chengdu University of Technology"
"重庆师范大学","Chongqing Normal University"
"重庆工业大学","Chongqing University of Technology"
"克莱蒙特研究生大学","Claremont Graduate University"
"东莞理工大学","Dongguan University of Technology"
"德国科隆体育大学","German Sport University Cologne"
"广东海洋大学","Guangdong Ocean University"
"广西医科大学","Guangxi Medical University"
"桂林工业大学","Guilin University of Technology"
"贵州医科大学","Guizhou Medical University"
"哈尔滨科技大学","Harbin University of Science and Technology"
"河北农业大学","Hebei Agricultural University"
"河南农业大学","Henan Agricultural University"
"河南科技大学","Henan University of Science and Technology"
"霍米巴巴国立研究所","Homi Bhabha National Institute"
"IHE代尔夫特水教育学院","IHE Delft Institute for Water Education"
"热带医学研究所","Institute of Tropical Medicine"
"万隆理工学院","Institute Technology of Bandung"
"国际保健福祉大学","International University of Health and Welfare"
"扬科查诺夫斯基大学","Jan Kochanowski University"
"江西科技大学","Jiangxi University of Science and Technology"
"延雪平大学","Jonkoping University"
"江农原州大学","Kangnung Wonju National University"
"昆明医科大学","Kunming Medical University"
"兰州交通大学","Lanzhou Jiaotong University"
"兰州理工大学","Lanzhou University of Technology"
"聊城大学","Liaocheng University"
"马拉维亚国立技术研究所斋浦尔","Malaviya National Institute of Technology Jaipur"
"南昌航空大学","Nanchang Hangkong University"
"国立药学教育研究所","National Institute of Pharmaceutical Education and Research"
"杜尔加普尔国立技术学院","National Institute of Technology Durgapur"
"卡纳塔克邦国立技术学院","National Institute of Technology Karnataka"
"瓦朗加尔国立技术学院","National Institute of Technology Warangal"
"纳扎尔巴耶夫大学","Nazarbayev University"
"华北大学","North University of China"
"西北师范大学","Northwest Normal University - China"
"奥斯陆城市大学","Oslo Metropolitan University (OsloMet)"
"青岛理工大学","Qingdao University of Technology"
"萨拉托夫国立大学","Saratov State University"
"陕西科技大学","Shaanxi University of Science and Technology"
"山东工业大学","Shandong University of Technology"
"上海电力大学","Shanghai University of Electric Power"
"上海工程科技大学","Shanghai University of Engineering Science"
"山西医科大学","Shanxi Medical University"
"绍兴大学","Shaoxing University"
"沉阳农业大学","Shenyang Agricultural University"
"西南医科大学","Southwest Medical University"
"西南科技大学","Southwest University of Science and Technology"
"苏州科技大学","Suzhou University of Science and Technology"
"太原科技大学","Taiyuan University of Science and Technology"
"塔塔基础研究所","Tata Institute of Fundamental Research"
"天津师范大学","Tianjin Normal University"
"穆尔西亚天主教大学","Universidad Catolica de Murcia"
"蓬塔格罗萨大学","Universidade Estadual de Ponta Grossa"
"亚马逊联邦大学","Universidade Federal de Amazonas"
"土伦大学","Universite de Toulon"
"穆罕默德总理大学","Universite Mohammed Premier"
"克拉科夫农业大学","University of Agriculture in Krakow"
"代顿大学","University of Dayton"
"科布伦茨和朗道大学","University of Koblenz and Landau"
"马萨诸塞大学-达特茅斯分校","University of Massachusetts--Dartmouth"
"明尼苏达大学--德卢斯分校","University of Minnesota--Duluth"
"魁北克大学三河分校","University of Quebec Trois Rivieres"
"科学技术大学","University of Science and Technology"
"锡洛纳戈拉大学","University of Zielona Gora"
"津巴布韦大学","University of Zimbabwe"
"和歌山医科大学","Wakayama Medical University"
"西波美拉尼亚科技大学","West Pomeranian University of Technology"
"西挪威应用科学大学","Western Norway University of Applied Sciences"
"武汉纺织大学","Wuhan Textile University"
"西安科技大学","Xi'an University of Science and Technology"
"新乡医科大学","Xinxiang Medical University"
"信阳师范学院","Xinyang Normal University"
"徐州医学院","Xuzhou Medical College"
"云南师范大学","Yunnan Normal University"
"浙江海洋大学","Zhejiang Ocean University"
"郑州轻工业大学","Zhengzhou University of Light Industry"
"俄罗斯亚美尼亚大学（RAU）","Russian-Armenian University (RAU)"
"多伦多城市大学","Toronto Metropolitan University"
"古巴圣地亚哥东方大学","Universidad de Oriente, Santiago de Cuba"
"阿瓜斯卡连特斯自治大学 (UAA)","Universidad Autónoma de Aguascalientes (UAA)"
"温哥华岛大学","Vancouver Island University"
"加州州立大学 - 洛杉矶","California State University - Los Angeles"
"科尔多瓦天主教大学","Universidad Catolica de Cordoba"
"波哥大- 豪尔赫大学塔尔多洛扎诺大学","Fundación Universidad de Bogotá Jorge Tadeo Lozano"
"洪堡州立大学","Humboldt State University"
"乌克兰国立生命与环境科学大学","National University of Life and Environmental sciences of Ukraine"
"坎皮纳斯天主教大学","Pontifícia Universidade Católica de Campinas"
"罗格斯大学卡姆登分校","Rutgers University–Camden"
"康塞普西翁天主教大学","Universidad Católica de la Santísima Concepción (UCSC)"
"智利中央大学","Universidad Central de Chile"
"墨西哥拉萨尔大学","Universidad La Salle, México"
"国立科马休大学","Universidad Nacional del Comahue"
"普埃布拉人民自治大学","Universidad Popular Autonoma del Estado de Puebla (UPAEP)"
"洛哈技术大学","Universidad Técnica Particular de Loja"
"卡尔达斯大学","Universidad de Caldas"
"卡拉波波大学","Universidad de Carabobo"
"卡塔赫纳大学","Universidad de Cartagena"
"危地马拉圣卡洛斯大学","Universidad de San Carlos de Guatemala"
"桑坦德大学","Universidad de Santander - UDES"
"考卡大学","Universidad del Cauca"
"马格达莱纳大学","Universidad del Magdalena"
"墨西哥山谷大学 (UVM)","Universidad del Valle de México (UVM)"
"蒂米什瓦拉理工大学","Politehnica University Timisoara, UPT"
"中央俄克拉荷马大学","University of Central Oklahoma"
"米纳斯吉拉斯州天主教大学","Pontifícia Universidade Católica do Minas Gerais"
"瓜达拉哈拉自治大学","Universidad Autónoma de Guadalajara (UAG)"
"圣西蒙市长大学","Universidad Mayor de San Simón"
"伊达尔戈圣尼古拉斯大学","Universidad de San Nicolás de Hidalgo"
"克拉约瓦大学","University of Craiova"
"海军医科大学","Naval Medical University"
"土耳其健康科学大学","University of Health Sciences Turkey"
"西华师范大学","China West Normal University"
"广东外语外贸大学","Guangdong University of Foreign Studies"
"湖南工业大学","Hunan University of Technology"
"亚利桑那州立大学凤凰城","Arizona State University-Downtown Phoenix"
"戈勒斯坦医科大学","Golestan University of Medical Sciences"
"阿拉克医科大学","Arak University of Medical Sciences"
"巴博尔医科大学","Babol University of Medical Sciences"
"穆罕默比健康与联合科学大学","Muhimbili University of Health and Allied Sciences"
"加兹温医科大学","Qazvin University of Medical Sciences"
"库姆医科大学","Qom University of Medical Sciences"
"达米埃塔大学","Damietta University"
"赞比亚大学","University of Zambia"
"道健康科学大学","Dow University of Health Sciences"
"爱德华多蒙德兰大学","Universidade Eduardo Mondlane"
"ENSTA布列塔尼","ENSTA Bretagne"
"图形时代大学","Graphic Era University"
"伊拉姆医科大学","Ilam University of Medical Sciences"
"科雷恩纳大学","Kore University of Enna"
"马哈里希·马坎德什瓦大学","Maharishi Markandeshwar University (MMU)"
"纳米比亚大学","University of Namibia"
"中国苏州大学","Soochow University, China"
"瑞士西部应用科学与艺术大学","University of Applied Sciences and Arts of Western Switzerland"
"白沙瓦工程技术大学","University of Engineering and Technology, Peshawar"
"国家公共工程学院埃塔尔","École Nationale des Travaux Publics de l'État (ENTPE)"
"国家理工学院哈米尔普尔","National Institute of Technology Hamirpur"
"拉塞雷纳大学","University of La Serena"
"温彻斯特大学","University of Winchester"
"布拉干萨理工学院","Instituto Politécnico de Bragança"
"卡塔赫纳技术大学","Technical University of Cartagena"
"阿库雷联邦理工大学","Federal University of Technology Akure"
"古吉拉特大学","University of Gujrat"
"法国国立高等矿业电信学校联盟北欧","IMT Nord Europe"
"江西财经大学","Jiangxi University of Finance and Economics"
"葡语人文科技大学","Lusophone University of Humanities and Technologies"
"毛里求斯大学","University of Mauritius"
"赖克曼大学","Reichman University"
"桑德兰大学","University of Sunderland"
"丰田技术学院","Toyota Technological Institute"
"乌法国立石油科技大学","Ufa State Petroleum Technological University"
"圭尔马大学","Université 8 Mai 1945 Guelma"
"阿卜杜勒马莱克埃萨迪大学","Abdelmalek Essaâdi University"
"贝宁大学","University of Benin"
"黑尔堡大学","University of Fort Hare"
"加贝斯大学","Université de Gabès"
"国际希腊大学","International Hellenic University"
"伊尔库茨克国立研究技术大学","Irkutsk National Research Technical University"
"喀山国立医科大学","Kazan State Medical University"
"拉合尔女子大学","Lahore College for Women University (LCWU)"
"国立远程教育大学","National University of Distance Education (UNED)"
"奥波莱科技大学","Opole University of Technology"
"新索邦大学","Université Sorbonne Nouvelle"
"佩雷拉科技大学","Technological University of Pereira"
"卢布林约翰保罗二世天主教大学","The John Paul II Catholic University of Lublin"
"拉里奥哈国际大学","UNIR – International University of La Rioja"
"舒瓦布杜卡利大学","Université Chouaib Doukkali"
"克鲁日-纳波卡农业科学与兽医大学","USAMV Cluj-Napoca"
"塞尔大学","University of Venda"
"维尼昂科学、技术与研究基金会","Vignan’s Foundation for Science, Technology and Research"
"沃罗涅日国立技术大学","Voronezh State Technical University"
"西马其顿大学","University of Western Macedonia"
"徐州医科大学","Xuzhou Medical University"
"华雷斯城自治大学","Universidad Autónoma de Ciudad Juárez"
"科阿韦拉自治大学","Universidad Autónoma de Coahuila"
"比亚韦斯托克理工大学","Bialystok University of Technology"
"巴西利亚天主教大学","Catholic University of Brasília"
"马尼萨塞拉尔巴亚尔大学","Manisa Celal Bayar University"
"中国文化大学","Chinese Culture University"
"科利马大学","University of Colima"
"中国传媒大学","Communication University of China"
"北弗卢米嫩塞州立大学","Universidade Estadual do Norte Fluminense Darcy Ribeiro"
"联邦农业大学，阿贝奥库塔","Federal University of Agriculture, Abeokuta"
"圣弗朗西斯科河谷联邦大学","Universidade Federal do Vale do São Francisco"
"里约热内卢州联邦大学","Federal University of the State of Rio de Janeiro (UNIRIO)"
"乔治·埃米尔·帕拉德医学、药学、科学和技术大学-特尔古穆列什","George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures"
"秋明工业大学","Industrial University of Tyumen"
"印度尼西亚伊斯兰大学","Islamic University of Indonesia"
"克麦罗沃州立大学","Kemerovo State University"
"基里卡莱大学","Kirikkale University"
"拉多克阿金托拉科技大学","Ladoke Akintola University of Technology"
"马切拉塔大学","University of Macerata (UNIMC)"
"卡托维兹西里西亚医科大学","Medical University of Silesia in Katowice"
"姆西拉穆罕默德布迪亚夫大学","University Mohamed Boudiaf of M’Sila"
"穆卢德马梅里德蒂齐乌祖大学","Université Mouloud Mammeri de Tizi-Ouzou"
"国立台湾大学","National Formosa University"
"纳姆迪阿齐基韦大学","Nnamdi Azikiwe University"
"北高加索联邦大学","North-Caucasus Federal University"
"以 M.V. 命名的北方（北极）联邦大学罗蒙诺索夫","Northern (Arctic) Federal University named after M.V. Lomonosov"
"以 I.I. 命名的西北州立医科大学梅奇尼科夫","North-Western State Medical University named after I.I. Mechnikov"
"新格拉纳达军事大学","Nueva Granada Military University"
"奥加列夫莫尔多瓦国立大学","Ogarev Mordovia State University"
"大阪医科大学","Osaka Medical and Pharmaceutical University"
"康斯坦察奥维迪斯大学","Ovidius University of Constanța"
"帕亚梅努尔大学","Payame Noor University"
"哥伦比亚教育科技大学","Pedagogical and Technological University of Colombia"
"普拉托夫南俄罗斯国立理工大学 (NPI)","Platov South-Russian State Polytechnic University (NPI)"
"布拉格经济与商业大学","Prague University of Economics and Business"
"RV工程学院","R V College of Engineering"
"SGH华沙经济学院","SGH Warsaw School of Economics"
"西伯利亚国立医科大学","Siberian State Medical University"
"四川理工大学","Sichuan University of Science and Engineering"
"苏门答腊北方大学","University of Sumatera Utara"
"特木科天主教大学","Temuco Catholic University"
"突尼斯大学","University of Tunis"
"范·尤金库伊尔大学","Van Yüzüncü Yil University"
"V.I.Vernadsky 克里米亚联邦大学","V.I. Vernadsky Crimean Federal University (Vernadsky CFU)"
"西阿提卡大学","University of West Attica"
"阿德南曼德雷斯大学","Adnan Menderes University"
"阿菲永科卡特佩大学","Afyon Kocatepe University"
"空军工程大学","Air Force Engineering University"
"伊玛目穆罕默德伊本沙特伊斯兰大学","Al-Imam Muhammad Ibn Saud Islamic University"
"干旱农业大学","Arid Agriculture University"
"解放军陆军工程大学","Army Engineering University of PLA"
"巴勒克西尔大学","Balikesir University"
"北京建筑大学","Beijing University of Civil Engineering & Architecture"
"蚌埠医学院","Bengbu Medical College"
"滨州医科大学","Binzhou Medical University"
"彼拉尼博拉理工学院","Birla Institute of Technology Mesra"
"比伦特埃杰维特大学","Bulent Ecevit University"
"比得哥什科技大学","Bydgoszcz University of Science & Technology"
"马拉喀什卡迪艾亚德大学","Cadi Ayyad University of Marrakech"
"加州州立大学萨克拉门托分校","California State University Sacramento"
"恰纳卡莱昂塞基兹玛特大学","Canakkale Onsekiz Mart University"
"杰拉尔巴亚尔大学","Celal Bayar University"
"长春工业大学","Changchun University of Technology"
"成都信息工程大学","Chengdu University of Information Technology"
"成都中医药大学","Chengdu University of Traditional Chinese Medicine"
"国立巴黎高等化学学校","Chimie ParisTech"
"重庆交通大学","Chongqing Jiaotong University"
"重庆工商大学","Chongqing Technology & Business University"
"重庆文理学院","Chongqing University of Arts & Sciences"
"中国民航大学","Civil Aviation University of China"
"墨西哥研究生院","Colegio de Postgraduados - Mexico"
"大连工业大学","Dalian Polytechnic University"
"华东交通大学","East China Jiaotong University"
"华东理工大学","East China University of Technology"
"里昂中央高等学校","Ecole Centrale de Lyon"
"阿尔福国立兽医学院","Ecole Nationale Veterinaire d'Alfort (ENVA)"
"华氏大学","Fahrenheit Universities"
"甘肃农业大学","Gansu Agricultural University"
"广东药科大学","Guangdong Pharmaceutical University"
"桂林医科大学","Guilin Medical University"
"贵州师范大学","Guizhou Normal University"
"海南医科大学","Hainan Medical University"
"杭州医学院","Hangzhou Medical College"
"哈尔滨师范大学","Harbin Normal University"
"卡萨布兰卡哈桑二世大学","Hassan II University of Casablanca"
"河北师范大学","Hebei Normal University"
"河北工程大学","Hebei University of Engineering"
"河北科技大学","Hebei University of Science & Technology"
"河南科技学院","Henan Institute of Science & Technology"
"淮阴工学院","Huaiyin Institute of Technology"
"淮阴师范大学","Huaiyin Normal University"
"湖北医药大学","Hubei University of Medicine"
"湖南中医药大学","Hunan University of Chinese Medicine"
"爱达荷州立大学","Idaho State University"
"印度工程科学技术研究所希布尔","Indian Institute of Engineering Science Technology Shibpur (IIEST)"
"印度科学教育与研究学院 - 莫哈利","Indian Institute of Science Education & Research (IISER) - Mohali"
"内蒙古农业大学","Inner Mongolia Agricultural University"
"内蒙古医科大学","Inner Mongolia Medical University"
"岩手医科大学","Iwate Medical University"
"伊兹密尔大学","Izmir Katip Celebi University"
"杰斐逊大学","Jefferson University"
"江西农业大学","Jiangxi Agricultural University"
"江西中医药大学","Jiangxi University of Traditional Chinese Medicine"
"嘉兴大学","Jiaxing University"
"吉林农业大学","Jilin Agricultural University"
"吉林师范大学","Jilin Normal University"
"济宁医科大学","Jining Medical University"
"锦州医科大学","Jinzhou Medical University"
"肯尼索州立大学","Kennesaw State University"
"肯塔基州立大学","Kentucky State University"
"国立公州大学","Kongju National University"
"拉罗谢尔大学","La Rochelle Universite"
"辽宁师范大学","Liaoning Normal University"
"辽宁石化大学","Liaoning Petrochemical University"
"路易斯安那州立大学健康科学中心新奥尔良","Louisiana State University Health Sciences Center New Orleans"
"洛阳师范大学","Luoyang Normal University"
"麦凯医学院","Mackay Medical College"
"华沙军事科技大学","Military University of Technology in Warsaw"
"乌季达穆罕默德第一大学","Mohammed First University of Oujda"
"莫蒂拉尔尼赫鲁国立技术学院","Motilal Nehru National Institute of Technology"
"穆拉锡基科克曼大学","Mugla Sitki Kocman University"
"纳米克凯末尔大学","Namik Kemal University"
"南京工学院","Nanjing Institute of Technology"
"南京财经大学","Nanjing University of Finance & Economics"
"国防医学中心","National Defense Medical Center"
"卡利卡特国家理工学院","National Institute of Technology Calicut"
"宁夏医科大学","Ningxia Medical University"
"宁夏大学","Ningxia University"
"东北电力大学","Northeast Electric Power University"
"东北石油大学","Northeast Petroleum University"
"华北水利电力大学","North China University of Water Resources & Electric Power"
"解放军信息工程大学","PLA Information Engineering University"
"旁遮普农业大学","Punjab Agricultural University"
"旁遮普大学","Punjabi University"
"青海大学","Qinghai University"
"圣约翰大学","Saint John's University"
"圣玛丽安娜大学","Saint Marianna University"
"山姆休斯顿州立大学","Sam Houston State University"
"苏拉特国立技术学院","Sardar Vallabhbhai National Institute of Technology"
"山东建筑大学","Shandong Jianzhu University"
"山东中医药大学","Shandong University of Traditional Chinese Medicine"
"上海理工大学","Shanghai Institute of Technology"
"山西农业大学","Shanxi Agricultural University"
"山西师范大学","Shanxi Normal University"
"沉阳航天大学","Shenyang Aerospace University"
"沉阳工业大学","Shenyang University of Technology"
"石河子大学","Shihezi University"
"中南民族大学","South Central Minzu University"
"顺天国立大学","Sunchon National University"
"天工大学","Tiangong University"
"天津中医药大学","Tianjin University of Traditional Chinese Medicine"
"阿威罗大学","Universidade de Aveiro"
"雷焦卡拉布里亚地中海大学","Universita Mediterranea di Reggio Calabria"
"阿尔图瓦大学","Universite d'Artois"
"皮卡第儒勒凡尔纳大学","Universite de Picardie Jules Verne (UPJV)"
"鲁昂诺曼底大学","Universite de Rouen Normandie"
"萨沃伊大学","Universite de Savoie"
"贝尔福-蒙贝利亚尔科技大学","Universite de Technologie de Belfort-Montbeliard (UTBM)"
"贡比涅科技大学","Universite de Technologie de Compiegne"
"图卢兹大学 - 让·饶勒斯","Universite de Toulouse - Jean Jaures"
"费尔哈特阿巴斯塞提夫大学","Universite Ferhat Abbas Setif"
"让莫内大学","Universite Jean Monnet"
"巴黎第十三大学","Universite Paris 13"
"挪威东南大学学院","University College of Southeast Norway"
"马萨诸塞大学达特茅斯分校","University Massachusetts Dartmouth"
"克什米尔大学","University of Kashmir"
"留尼汪大学","University of La Reunion"
"卢布林生命科学大学","University of Life Sciences in Lublin"
"奥波莱大学","University of Opole"
"辽宁科技大学","University of Science & Technology Liaoning"
"东姑阿都拉曼大学","University of Tunku Abdul Rahman"
"西苏格兰大学","University of West Scotland"
"胡阿里布迈丁科技大学","University Science & Technology Houari Boumediene"
"赞詹大学","University Zanjan"
"皖南医学院","Wannan Medical College"
"潍坊医科大学","Weifang Medical University"
"厦门理工大学","Xiamen University of Technology"
"西安医科大学","Xi'an Medical University"
"西安石油大学","Xi'an Shiyou University"
"西安理工大学","Xi'an Technological University"
"西安邮电大学","Xi'an University of Posts & Telecommunications"
"新疆医科大学","Xinjiang Medical University"
"盐城工学院","Yancheng Institute of Technology"
"长江师范大学","Yangtze Normal University"
"耶尔德勒姆贝亚齐特大学","Yildirim Beyazit University"
"云南农业大学","Yunnan Agricultural University"
"玉尊措伊尔大学","Yuzuncu Yil University"
"浙江中医药大学","Zhejiang Chinese Medical University"
"中南财经政法大学","Zhongnan University of Economics & Law"
"遵义医科大学","Zunyi Medical University"
"塔克西拉工程技术大学","University of Engineering and Technology, Taxila"
"开罗艾因夏姆斯大学（ASU，开罗）","Ain Shams University in Cairo (ASU, Cairo)"
"肯雅塔大学","Kenyatta University"
"科尔基特阿塔克孜勒奥尔达大学","Korkyt Ata Kyzylorda University"
"杜拉蒂塔拉兹地区大学硕士","M.Kh.Dulaty Taraz Regional University"
"国立现代语言大学","National University of Modern Languages (NUML)"
"托莱格洛夫大学","Toraighyrov University"
"阿尔贝托·乌尔塔多大学","Universidad Alberto Hurtado"
"马来西亚伊斯兰科学大学","Universiti Sains Islam Malaysia"
"圣卡洛斯大学","University of San Carlos"
"国际商业、农业与技术大学","International University of Business, Agriculture and Technology (IUBAT)"
"拉杰沙希大学","Rajshahi University"
"沙阿贾拉勒科技大学","Shahjalal University of Science and Technology"
"孟加拉国斯坦福大学","Stamford University Bangladesh"
"乌达亚那大学","Udayana University"
"楠榜大学","University of Lampung"
"马塔兰大学","University of Mataram"
"山东财经大学","Shandong University of Finance and Economics"
"中南财经政法大学","Zhongnan University of Economics and Law"
"不来梅建设者大学","Constructor University Bremen"
"首都科技大学","Capital University of Science and Technology"
"埃及-日本科技大学 (E-JUST)","Egypt-Japan University of Science and Technology (E-JUST)"
